season,week,gameday,away_team,home_team,away_score,home_score,away_spread_line,home_spread_line,pred_prob_home_cover,pred_home_covers,recommended_pick,home_off_epa_last_n,away_off_epa_last_n,home_def_epa_allowed_last_n,away_def_epa_allowed_last_n,home_pace_plays_last_n,away_pace_plays_last_n,home_ats_rate_last_n,away_ats_rate_last_n,home_point_diff_last_n,away_point_diff_last_n,home_score_for_last_n,away_score_for_last_n,home_score_against_last_n,away_score_against_last_n,home_rest,away_rest,total_line,pred_prob_total_over,pred_total_over,ou_pick,actual_home_covers,actual_result,was_correct,home_cover_margin,actual_total_over,was_correct_ou,pick_probability
2025,13,2025-11-30,NO,MIA,17,21,5.5,-5.5,0.43918816771080793,0,NO to cover (+5.5),-0.06465085252982321,-0.24066313744311468,-0.04214911778747853,-0.06399587272613103,57.6,60.8,0.6,0.2,-0.6,-12.0,18.4,10.8,19.0,22.8,14,7,41.5,0.5011722766931955,1,Over 41.5,0.0,NO covered (+5.5),1.0,-1.5,0.0,0.0,0.5608118322891921
2025,11,2025-11-16,SEA,LA,19,21,3.0,-3.0,0.4392627361019305,0,SEA to cover (+3.0),0.1678703023579947,0.14621415715014144,-0.11227852734482324,-0.033156254228386216,61.4,54.4,0.8,0.8,15.8,11.8,30.2,32.8,14.4,21.0,7,7,49.5,0.4785930272355564,0,Under 49.5,0.0,SEA covered (+3.0),1.0,-1.0,0.0,1.0,0.5607372638980694
2025,9,2025-11-02,MIN,DET,27,24,9.5,-9.5,0.43963188427231287,0,MIN to cover (+9.5),0.09656391608772005,-0.062255163984537475,-0.1133675882773401,-0.022715078315932762,59.2,60.8,0.8,0.4,9.4,1.2,30.0,24.4,20.6,23.2,13,10,47.5,0.5736197548671912,1,Over 47.5,0.0,MIN covered (+9.5),1.0,-12.5,1.0,1.0,0.5603681157276872
2025,19,2026-01-11,SF,PHI,23,19,6.0,-6.0,0.44060384294856614,0,SF to cover (+6.0),0.010041620297632631,0.11708715929915851,-0.1906826794115603,0.08625784464236182,62.2,61.4,0.6,0.8,6.6,9.2,21.8,31.2,15.2,22.0,7,8,44.5,0.4362761386228567,0,Under 44.5,0.0,SF covered (+6.0),1.0,-10.0,0.0,1.0,0.5593961570514339
2025,1,2025-09-07,BAL,BUF,40,41,-1.5,1.5,0.5587474433946553,1,BUF to cover (+1.5),0.13238314897970596,0.21724311046779737,0.021579945941261076,-0.17058074792431804,64.4,62.8,0.6,0.8,8.4,16.6,28.6,30.6,20.2,14.0,7,7,50.5,0.5874220007569821,1,Over 50.5,1.0,BUF covered (+1.5),1.0,2.5,1.0,1.0,0.5587474433946553
2025,14,2025-12-07,WAS,MIN,0,31,-1.5,1.5,0.5586617909053804,1,MIN to cover (+1.5),-0.301342375379698,0.023160507336051656,-0.04241110351638921,0.27055137312278743,52.8,63.0,0.2,0.2,-10.0,-14.2,13.8,16.4,23.8,30.6,7,7,43.5,0.4596582901733884,0,Under 43.5,1.0,MIN covered (+1.5),1.0,32.5,0.0,1.0,0.5586617909053804
2025,6,2025-10-13,CHI,WAS,25,24,5.5,-5.5,0.4413734046107016,0,CHI to cover (+5.5),0.13797627589197434,-0.045311299879713655,0.018354859105036238,-0.021710612258043986,57.0,60.4,0.6,0.6,6.6,-2.8,26.8,25.0,20.2,27.8,8,15,49.5,0.4586193391182676,0,Under 49.5,0.0,CHI covered (+5.5),1.0,-6.5,0.0,1.0,0.5586265953892984
2025,3,2025-09-21,PIT,NE,21,14,-1.5,1.5,0.44159694042477876,0,PIT to cover (-1.5),-0.053146690099246996,-0.03514885111234563,0.10853922698099672,0.1743752536569342,59.0,57.4,0.6,0.2,-6.0,-9.4,19.4,18.4,25.4,27.8,7,7,44.5,0.4601858545327766,0,Under 44.5,0.0,PIT covered (-1.5),1.0,-5.5,0.0,1.0,0.5584030595752212
2025,7,2025-10-19,PHI,MIN,28,22,-2.5,2.5,0.4416700532857783,0,PHI to cover (-2.5),-0.08504522429779851,-0.030979916123651592,-0.1400267683619974,0.0015268518826337062,57.4,57.4,0.6,0.6,5.2,-1.0,24.6,23.6,19.4,24.6,14,10,43.5,0.5323960180779505,1,Over 43.5,0.0,PHI covered (-2.5),1.0,-3.5,1.0,1.0,0.5583299467142218
2025,5,2025-10-05,TB,SEA,38,35,3.5,-3.5,0.4417646101292885,0,TB to cover (+3.5),0.049075535709233904,0.04535950052341568,-0.048152212585903346,-0.031197808577497134,56.6,60.4,0.6,0.4,9.8,-0.6,28.2,23.4,18.4,24.0,10,7,44.5,0.5883779324129208,1,Over 44.5,0.0,TB covered (+3.5),1.0,-6.5,1.0,1.0,0.5582353898707115
2025,2,2025-09-15,TB,HOU,20,19,2.5,-2.5,0.442469381290069,0,TB to cover (+2.5),-0.09762948087082869,0.19659394568824978,-0.07762498049231235,0.016213178040273602,60.0,60.6,0.6,0.4,-2.8,8.0,16.0,28.4,18.8,20.4,8,8,42.5,0.4689120587085131,0,Under 42.5,0.0,TB covered (+2.5),1.0,-3.5,0.0,1.0,0.5575306187099309
2025,1,2025-09-07,SF,SEA,17,13,-2.5,2.5,0.44276575402086593,0,SF to cover (-2.5),-0.015343900761733332,0.10707929028117577,-0.017837114366820134,0.1097880482438894,56.0,60.4,0.2,0.2,0.0,-4.4,20.6,23.8,20.6,28.2,7,7,43.5,0.42788240395516747,0,Under 43.5,0.0,SF covered (-2.5),1.0,-1.5,0.0,1.0,0.5572342459791341
2025,2,2025-09-14,NE,MIA,33,27,1.5,-1.5,0.4428767646083071,0,NE to cover (+1.5),-0.10693535748447672,-0.1130067871564151,-0.059050283266798745,0.11128294281542561,59.0,58.2,0.4,0.4,-3.2,-9.8,17.8,16.2,21.0,26.0,7,7,43.5,0.5174840719115383,1,Over 43.5,0.0,NE covered (+1.5),1.0,-7.5,1.0,1.0,0.5571232353916928
2025,8,2025-10-26,BUF,CAR,40,9,-7.0,7.0,0.4429468478869967,0,BUF to cover (-7.0),0.04490687131102561,0.11829469950638016,0.014413557127420984,-0.04134371488542096,62.2,58.6,0.8,0.2,2.8,5.8,22.6,25.2,19.8,19.4,7,13,47.5,0.4813660868143911,0,Under 47.5,0.0,BUF covered (-7.0),1.0,-24.0,1.0,0.0,0.5570531521130033
2025,15,2025-12-11,ATL,TB,29,28,6.0,-6.0,0.4434043146811768,0,ATL to cover (+6.0),-0.08959844259706658,-0.04678742848298413,0.10176660004513587,0.032943633473761946,65.2,60.2,0.0,0.4,-9.0,-5.2,20.4,21.8,29.4,27.0,4,4,43.5,0.45017584250122866,0,Under 43.5,0.0,ATL covered (+6.0),1.0,-7.0,1.0,0.0,0.5565956853188232
2025,3,2025-09-21,ARI,SF,15,16,1.5,-1.5,0.4440210692027132,0,ARI to cover (+1.5),0.11471465609019353,0.11475907170885442,0.09119475441980607,0.03296778387761962,64.6,61.8,0.4,0.6,-6.4,5.0,23.6,26.6,30.0,21.6,7,7,44.5,0.43012225163913487,0,Under 44.5,0.0,ARI covered (+1.5),1.0,-0.5,0.0,1.0,0.5559789307972868
2025,1,2025-09-08,MIN,CHI,27,24,-1.5,1.5,0.44421917144111656,0,MIN to cover (-1.5),-0.1459148000558204,-0.1017093561859677,0.097149872210102,-0.029321009278090608,57.8,65.8,0.4,0.6,-12.2,-3.4,13.8,20.4,26.0,23.8,7,7,43.5,0.515428206552805,1,Over 43.5,0.0,MIN covered (-1.5),1.0,-1.5,1.0,1.0,0.5557808285588834
2025,9,2025-11-02,DEN,HOU,18,15,1.5,-1.5,0.44440396369462115,0,DEN to cover (+1.5),0.051896349040243386,0.13187624083552946,-0.2254443359758759,-0.09888834350639097,66.2,67.2,0.6,0.6,11.2,10.4,25.0,27.8,13.8,17.4,7,7,40.5,0.4268400175035658,0,Under 40.5,0.0,DEN covered (+1.5),1.0,-4.5,0.0,1.0,0.5555960363053789
2025,11,2025-11-16,CAR,ATL,30,27,4.5,-4.5,0.44440698404785034,0,CAR to cover (+4.5),-0.0770840315796217,-0.11420749885415545,0.04452861217520738,0.09439390676872404,57.4,58.6,0.6,0.6,-6.2,-5.6,18.4,15.0,24.6,20.6,7,7,42.5,0.5073917432665505,1,Over 42.5,0.0,CAR covered (+4.5),1.0,-7.5,1.0,1.0,0.5555930159521496
2025,20,2026-01-18,LA,CHI,20,17,-3.5,3.5,0.5554871613000415,1,CHI to cover (+3.5),0.12020908593089077,0.13762561348529673,0.04837684235910966,0.05315955517801378,63.6,71.4,0.6,0.6,6.2,4.6,27.6,34.6,21.4,30.0,8,8,49.5,0.447972850444935,0,Under 49.5,1.0,CHI covered (+3.5),1.0,0.5,0.0,1.0,0.5554871613000415
2025,9,2025-11-02,NO,LA,10,34,14.0,-14.0,0.5552047419340481,1,LA to cover (-14.0),0.04188093077771286,-0.17116649907970688,-0.08867752416203185,0.0018290768197643525,60.4,60.2,0.6,0.4,7.8,-7.6,25.6,16.2,17.8,23.8,14,7,44.5,0.5253069415157112,1,Over 44.5,1.0,LA covered (-14.0),1.0,10.0,0.0,0.0,0.5552047419340481
